Rank,Previous Rank,First Appearance,First Rank,Name,Computer,Site,Manufacturer,Country,Year,Segment,Total Cores,Accelerator/Co-Processor Cores,Rmax,Rpeak,Efficiency (%),Nmax,Nhalf,Power,Mflops/Watt,Architecture,Processor,Processor Technology,Processor Speed (MHz),Operating System,OS Family,Accelerator/Co-Processor,Cores per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent,Publication Date
178,,35,321,WillowB,"Bullx B510, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Atomic Weapons Establishment,Bull SA,United Kingdom,2010,Classified,7488,0,136400.0,161740.0,84.33,1786550,0,182.0,749.45,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,Bullx B510,Bull Bullx,Infiniband,Infiniband QDR,Northern Europe,Europe,11/2012
179,125.0,37,55,Guillimin,"iDataPlex DX360M3, Xeon 2.66, Infiniband",CLUMEQ - McGill University,IBM,Canada,2010,Academic,14400,0,136300.0,153216.0,88.96,1532160,0,337.0,404.45,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),iDataPlex DX360M3,IBM iDataPlex,Infiniband,Infiniband QDR,North America,Americas,11/2012
180,126.0,39,126,Laurel,"Xtreme-X , Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Kyoto University,Appro International,Japan,2012,Academic,9280,0,135400.0,193024.0,70.15,1474560,737280,210.35,643.69,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,Appro Xtreme-X Supercomputer,Appro Xtreme-X,Infiniband,Infiniband FDR,Eastern Asia,Asia,11/2012
181,127.0,39,127,,"Cluster Platform SL250s Gen8, Xeon E5-2660 8C 2.200GHz, Infiniband FDR, NVIDIA 2090",Research Center,Hewlett-Packard,China,2012,Research,8064,5376,135374.0,270749.0,50.0,0,0,,,Cluster,Xeon E5-2660 8C 2.200GHz,Intel SandyBridge,2200,Linux,Linux,NVIDIA 2090,8,Intel Xeon E5,Cluster Platform SL250s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband FDR,Eastern Asia,Asia,11/2012
182,,40,182,,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet",Logistic Services (E),Hewlett-Packard,United States,2012,Industry,25044,0,134280.8,266468.0,50.39,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
183,156.0,36,146,CSIRO GPU Cluster,"Nitro G16 3GPU, Xeon E5-2650 8C 2.000GHz, Infiniband FDR, NVIDIA 2050",CSIRO,Xenon Systems,Australia,2010,Government,7308,5292,133700.0,226926.0,58.92,925285,0,,,Cluster,Xeon E5-2650 8C 2.000GHz,Intel SandyBridge,2000,Windows HPC 2008,Windows,NVIDIA 2050,8,Intel Xeon E5,Nitro G16 3GPU,Xenon Cluster,Infiniband,Infiniband FDR,Australia and New Zealand,Oceania,11/2012
184,,40,184,,"Cluster Platform BL460c/280c G7, Xeon X5650 6C 2.66 GHz, Gigabit Ethernet",Service Provider,Hewlett-Packard,United States,2012,Industry,24924,0,133637.4,265191.0,50.39,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c/280c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
185,128.0,31,8,Encanto,"SGI Altix ICE 8200, Xeon quad core 3.0 GHz",New Mexico Computing Applications Center (NMCAC),SGI,United States,2007,Research,14336,0,133200.0,172032.0,77.43,1800100,0,861.0,154.7,MPP,Xeon X5365 4C 3.000GHz,Intel Core,3000,SLES10 + SGI ProPack 5,Linux,,4,"Xeon 5300-series ""Clovertown""",SGI ICE 8200,SGI Altix,Infiniband,Infiniband,North America,Americas,11/2012
186,129.0,31,9,EKA,"Cluster Platform 3000 BL460c, Xeon X5365 4C 3.000GHz, Infiniband DDR","Computational Research Laboratories, TATA SONS",Hewlett-Packard,India,2008,Industry,14384,0,132800.0,172608.0,76.94,1850000,250000,786.0,168.96,Cluster,Xeon X5365 4C 3.000GHz,Intel Core,3000,Linux,Linux,,4,"Xeon 5300-series ""Clovertown""",Cluster Platform 3000 BL460c,HP Cluster Platform 3000BL,Infiniband,Infiniband DDR,South-central Asia,Asia,11/2012
187,130.0,39,130,Abisko,"Supermicro H8QG6, Opteron 6238 12C 2.600GHz, Infiniband QDR",HPC2N - Umea University,Supermicro,Sweden,2012,Academic,15456,0,131900.0,160742.0,82.06,2145024,338688,252.7,521.96,Cluster,Opteron 6238 12C 2.600GHz,AMD x86_64,2600,Linux,Linux,,12,"Opteron 6200 Series ""Interlagos""",Supermicro H8QG6,Supermicro Cluster,Infiniband,Infiniband QDR,Northern Europe,Europe,11/2012
188,131.0,33,19,Juno,"Appro XtremeServer 1143H, Opteron QC 2.2Ghz, Infiniband",Lawrence Livermore National Laboratory,Appro International,United States,2008,Research,18224,0,131600.0,162200.0,81.13,1854663,0,1139.0,115.54,Cluster,Opteron Quad Core 4C 2.200GHz,AMD x86_64,2200,Redhat Linux,Linux,,4,Opteron Quad Core,Appro XtremeServer 1143H,Appro XtremeServer,Infiniband,Infiniband,North America,Americas,11/2012
189,132.0,39,132,,"xSeries x3650 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Internet Service,IBM,China,2012,Industry,23316,0,131386.28,235958.0,55.68,0,0,707.25,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
190,133.0,37,60,,"HP ProLiant SL390s G7 Xeon 6C X5650, Infiniband",Energy Company (A),Hewlett-Packard,Italy,2011,Industry,15360,0,131200.0,163430.4,80.28,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform SL390s G7,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,Southern Europe,Europe,11/2012
191,,40,191,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",Energy Company,Hewlett-Packard,United States,2012,Industry,9216,0,130734.0,191693.0,68.2,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,10G Ethernet,North America,Americas,11/2012
192,134.0,39,134,,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Durham University,IBM,United Kingdom,2012,Academic,6720,0,130180.56,139776.0,93.14,0,0,139.59,932.59,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,Northern Europe,Europe,11/2012
193,135.0,39,135,,"Cluster Platform 3000 BL280c G6, Xeon X5675 6C 3.06GHz, Infiniband QDR",Manufacturing Company,Hewlett-Packard,United States,2012,Industry,13980,0,129986.1,171115.0,75.96,0,0,,,Cluster,Xeon X5675 6C 3.060GHz,Intel Nehalem,3060,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL280c G6,HP Cluster Platform 3000BL,Infiniband,Infiniband QDR,North America,Americas,11/2012
194,,40,194,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",IT Service Provider,Hewlett-Packard,United States,2012,Industry,12032,0,129872.0,250266.0,51.89,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Gigabit Ethernet,10G Ethernet,North America,Americas,11/2012
195,,40,195,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",IT Service Provider,Hewlett-Packard,United States,2012,Industry,12032,0,129872.0,250266.0,51.89,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Gigabit Ethernet,10G Ethernet,North America,Americas,11/2012
196,,40,196,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",IT Service Provider,Hewlett-Packard,United States,2012,Industry,12032,0,129872.0,250266.0,51.89,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Gigabit Ethernet,10G Ethernet,North America,Americas,11/2012
197,,40,197,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.60GHz, 10G Ethernet",IT Service Provider,Hewlett-Packard,United States,2012,Industry,12032,0,129872.0,250266.0,51.89,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Gigabit Ethernet,10G Ethernet,North America,Americas,11/2012
198,,40,198,,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",Electronics,IBM,United States,2012,Industry,7456,0,129714.0,155085.0,83.64,0,0,148.19,875.32,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas,11/2012
199,,40,199,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",Semiconductor Company (F),Hewlett-Packard,India,2012,Industry,8752,0,129250.0,182042.0,71.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Gigabit Ethernet,10G Ethernet,South-central Asia,Asia,11/2012
200,,40,200,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2670 8C 2.600GHz, 10G Ethernet",Semiconductor Company (F),Hewlett-Packard,India,2012,Industry,8752,0,129250.0,182042.0,71.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Gigabit Ethernet,10G Ethernet,South-central Asia,Asia,11/2012
201,,40,201,,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,United States,2012,Industry,24000,0,128683.0,255360.0,50.39,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
202,,40,202,,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,United States,2012,Industry,24000,0,128683.0,255360.0,50.39,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
203,136.0,39,136,,"Cluster Platform 4000 BL465c G7, Opteron 6176 12C 2.30GHz, Gigabit Ethernet",IT Service Provider (D),Hewlett-Packard,United States,2012,Industry,28620,0,127902.6,263304.0,48.58,0,0,,,Cluster,Opteron 6176 12C 2.300GHz,AMD x86_64,2300,Linux,Linux,,12,"Opteron 6100-series ""Magny-Cours"" ",Cluster Platform 4000 BL465c G7,HP Cluster Platform 4000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
204,143.0,39,143,,"Power 775, POWER7 8C 3.836GHz, Custom Interconnect",United Kingdom Meteorological Office,IBM,United Kingdom,2012,Research,5120,0,127547.0,157122.56,81.18,0,0,288.94,441.43,MPP,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,,8,POWER7,Power 775,IBM pSeries,Custom Interconnect,Custom Interconnect,Northern Europe,Europe,11/2012
205,137.0,34,29,Cerrillos,"BladeCenter QS22/LS21 Cluster, PowerXCell 8i 3.2 Ghz / Opteron DC 1.8 GHz, Infiniband",DOE/NNSA/LANL,IBM,United States,2009,Research,14400,0,126500.0,161856.0,78.16,805759,0,276.0,458.33,Cluster,PowerXCell 8i 9C 3.200GHz,Power,3200,Linux,Linux,IBM PowerXCell 8i,9,PowerXCell 8i,BladeCenter QS22 Cluster,IBM BladeCenter,Infiniband,Infiniband,North America,Americas,11/2012
206,138.0,36,50,Jet,"Raytheon/Aspen Cluster, Xeon X5560/X5650 2.8/2.66 Ghz, QDR Infinband",NOAA/Earth Science Research Laboratory/GSD,Raytheon/Aspen Systems,United States,2010,Research,13732,0,126500.0,148116.0,85.41,1664080,257000,,,Cluster,Xeon X5550 4C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,4,Xeon 5500-series (Nehalem-EP),Raytheon/Aspen Systems Cluster,NOW - Intel,Infiniband,Infiniband QDR,North America,Americas,11/2012
207,139.0,36,51,Vayu,"Sun Blade x6048, Xeon X5570 2.93 Ghz, Infiniband QDR",National Computational Infrastructure National Facility (NCI-NF),Oracle,Australia,2010,Academic,11936,0,126399.82,139889.92,90.36,0,0,,,Cluster,Xeon X5570 4C 2.930GHz,Intel Nehalem,2930,CentOS,Linux,,4,Xeon 5500-series (Nehalem-EP),Sun Blade 6048,Sun Blade System,Infiniband,Infiniband,Australia and New Zealand,Oceania,11/2012
208,140.0,36,54,,Cray XE6 12-core 2.1 GHz,University of Chicago,Cray Inc.,United States,2010,Academic,17856,0,125800.0,149990.0,83.87,0,0,,,MPP,Opteron 6172 12C 2.100GHz,AMD x86_64,2100,Linux,Linux,,12,"Opteron 6100-series ""Magny-Cours"" ",Cray XE6,Cray XE,Custom Interconnect,Custom Interconnect,North America,Americas,11/2012
209,,40,209,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Infiniband",Electronics,IBM,United States,2012,Industry,13284,0,125737.0,141342.0,88.96,0,0,502.58,250.18,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Infiniband,Infiniband,North America,Americas,11/2012
210,,40,210,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Infiniband",Electronics,IBM,United States,2012,Industry,13284,0,125737.0,141342.0,88.96,0,0,502.58,250.18,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Infiniband,Infiniband,North America,Americas,11/2012
211,,40,211,,"xSeries x3650M3 Cluster, Xeon X5650 6C 2.660GHz, Infiniband",Electronics,IBM,United States,2012,Industry,13284,0,125737.0,141342.0,88.96,0,0,502.58,250.18,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Infiniband,Infiniband,North America,Americas,11/2012
212,141.0,37,162,,"xSeries x3650M3, Xeon X56xx 2.66 GHz, GigE",Financial Institution,IBM,Japan,2011,Industry,22272,0,125503.0,236974.08,52.96,0,0,690.43,181.78,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
213,142.0,36,126,Hera,"Cray XE6, Opteron 6272 16C 2.1/2.2/2.3 GHz, Cray Gemini interconnect",Cray Inc.,Cray Inc.,United States,2011,Vendor,18688,0,125500.0,157798.4,79.53,0,0,,,MPP,Opteron 6272 16C 2.100GHz,AMD x86_64,2100,Linux,Linux,,16,"Opteron 6200 Series ""Interlagos""",Cray XE6,Cray XE,Cray Interconnect,Cray Gemini interconnect,North America,Americas,11/2012
214,,40,214,,"iDataPlex DX360M4, Xeon E5-2670 8C 2.600GHz, Infiniband FDR",IBM,IBM,United States,2012,Vendor,6400,0,123981.0,133120.0,93.13,0,0,127.2,974.69,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,iDataPlex DX360M4,IBM iDataPlex,Infiniband,Infiniband FDR,North America,Americas,11/2012
215,,40,215,,"Cluster Platform 3000 BL460c/SL250/ML350 Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Volvo Car Group,Hewlett-Packard,Sweden,2012,Industry,6976,0,123335.7,145101.0,85.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Infiniband,Infiniband QDR,Northern Europe,Europe,11/2012
216,,40,216,,"BladeCenter HS22 Cluster (WM), Xeon L5639 6C 2.130GHz, Infiniband",System Integrator,IBM,United States,2012,Industry,23508,0,122711.0,200288.0,61.27,0,0,698.1,175.78,Cluster,Xeon L5639 6C 2.130GHz,Intel Nehalem,2130,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),BladeCenter HS22 Cluster (WM),IBM BladeCenter,Infiniband,Infiniband,North America,Americas,11/2012
217,145.0,33,22,Earth Simulator,SX-9/E/1280M160,Japan Agency for Marine -Earth Science and Technology,NEC,Japan,2009,Research,1280,0,122400.0,131072.0,93.38,1556480,0,,,MPP,NEC  3.200GHz,NEC,3200,Super-UX,BSD Based,,1,NEC,SX-9/E,NEC Vector,Fat Tree,Fat Tree Network,Eastern Asia,Asia,11/2012
218,,40,218,,"Cluster Platform 4000 BL685c G7, Opteron 6234  12C 2.400GHz, Gigabit Ethernet",Web Company (C),Hewlett-Packard,China,2012,Industry,25176,0,121794.2,241690.0,50.39,0,0,,,Cluster,Opteron 6234  12C 2.400GHz,AMD x86_64,2400,Linux,Linux,,12,"Opteron 6200 Series ""Interlagos""",Cluster Platform 4000 BL685c G7,HP Cluster Platform 4000BL,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
219,146.0,38,95,,"Hitachi SR16000 Model M1, POWER7 8C 3.836GHz, Custom","Information Initiative Center, Hokkaido University",Hitachi,Japan,2011,Academic,5632,0,121600.0,168906.8,71.99,1400000,0,354.6,342.92,Cluster,POWER7 8C 3.836GHz,Power,3836,AIX,Unix,,8,POWER7,Hitachi SR16000 Model M1,Hitachi SR16000,Custom Interconnect,Custom Interconnect,Eastern Asia,Asia,11/2012
220,,40,220,,"xSeries x3650M3 Cluster, Xeon E5649 6C 2.530GHz, Gigabit Ethernet",Internet Service,IBM,China,2012,Industry,21372,0,120432.0,216285.0,55.68,0,0,648.28,185.77,Cluster,Xeon E5649 6C 2.530GHz,Intel Nehalem,2530,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),xSeries x3650M3 Cluster,IBM xSeries,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
221,147.0,38,96,HokieSpeed,"SuperServer  2026GT-TRF, Xeon E5645 6C 2.40GHz, Infiniband QDR, NVIDIA 2050",Virginia Tech,Supermicro,United States,2011,Academic,8320,5824,120400.0,238201.6,50.55,355520,0,126.27,953.51,Cluster,Xeon E5620 4C 2.400GHz,Intel Nehalem,2400,CentOS,Linux,NVIDIA 2050,4,Xeon 5600-series (Westmere-EP),SuperServer 2026GT-TRF,Supermicro SuperServer,Infiniband,Infiniband QDR,North America,Americas,11/2012
222,148.0,34,38,MVS-100K,"Cluster Platform 3000 BL460c/BL 2x220/SL390, Xeon E5450/5365/X5675 4C 3.000GHz, Infiniband DDR, NVIDIA 2090",Joint Supercomputer Center,Hewlett-Packard,Russia,2009,Academic,13004,2432,119930.0,227944.0,52.61,0,0,,,Cluster,Xeon X5450 4C 3.000GHz,Intel Core,3000,Linux,Linux,NVIDIA 2090,4,"Xeon 5400-series ""Harpertown""",Cluster Platform 3000 BL460c/BL 2x220,HP Cluster Platform 3000BL,Infiniband,Infiniband DDR,Eastern Europe,Europe,11/2012
223,,40,223,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, Gigabit Ethernet",Network Company,Hewlett-Packard,United States,2012,Industry,10640,0,119904.0,229824.0,52.17,0,0,,,Cluster,Xeon E5-2680 8C 2.700GHz,Intel SandyBridge,2700,Linux,Linux,,8,Intel Xeon E5,Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
224,,40,224,,"Cluster Platform 3000 BL460c Gen8, Xeon E5-2680 8C 2.700GHz, Gigabit Ethernet",Network Company,Hewlett-Packard,United States,2012,Industry,10640,0,119904.0,229824.0,52.17,0,0,,,Cluster,Xeon E5-2680 8C 2.700GHz,Intel SandyBridge,2700,Linux,Linux,,8,Intel Xeon E5,Cluster Platform 3000 BL460c Gen8,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
225,149.0,31,10,,Blue Gene/P Solution,IDRIS,IBM,France,2008,Academic,40960,0,119310.0,139264.0,85.67,0,0,315.0,378.76,MPP,PowerPC 450 4C 850MHz,Power,850,CNK/SLES 9,Mixed,,4,PowerPC 450,BlueGene/P,IBM BlueGene,Proprietary Network,Proprietary,Western Europe,Europe,11/2012
226,,40,226,,"Cluster Platform SL230s Gen8, Xeon E5-2650 8C 2.000GHz, 10G Ethernet",IT Services Provider ,Hewlett-Packard,United States,2012,Industry,16224,0,119278.0,259584.0,45.95,0,0,,,Cluster,Xeon E5-2650 8C 2.000GHz,Intel SandyBridge,2000,Linux,Linux,,8,Intel Xeon E5,Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Gigabit Ethernet,10G Ethernet,North America,Americas,11/2012
227,286.0,39,286,,"Cluster Platform 4000 BL465c, Opteron 6134 8C 2.30GHz, Gigabit Ethernet",Government,Hewlett-Packard,Canada,2012,Government,25472,0,118091.7,234342.0,50.39,0,0,,,Cluster,Opteron 6134 8C 2.300GHz,AMD x86_64,2300,Linux,Linux,,8,"Opteron 6100-series ""Magny-Cours"" ",Cluster Platform 4000 BL465c,HP Cluster Platform 4000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
228,151.0,39,151,,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet",Banking (M),Hewlett-Packard,United States,2012,Industry,22212,0,117831.3,236336.0,49.86,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
229,,40,229,,"PRIMERGY RX300 S7, Xeon E5-2690 8C 2.900GHz, Infiniband QDR",Institute for Molecular Science,Fujitsu,Japan,2012,Research,5520,0,117100.0,128064.0,91.44,1539584,0,299.6,390.85,Cluster,Xeon E5-2690 8C 2.900GHz,Intel SandyBridge,2900,Linux,Linux,,8,Intel Xeon E5,PRIMERGY RX300 S7,Fujitsu Cluster,Infiniband,Infiniband QDR,Eastern Asia,Asia,11/2012
230,,40,230,,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,United States,2012,Industry,21648,0,116072.0,230335.0,50.39,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
231,,40,231,,"Cluster Platform 3000 BL460c G7, Xeon X5650 6C 2.66GHz, Gigabit Ethernet",IT Services Provider ,Hewlett-Packard,United States,2012,Industry,21648,0,116072.0,230335.0,50.39,0,0,,,Cluster,Xeon X5650 6C 2.660GHz,Intel Nehalem,2660,Linux,Linux,,6,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,North America,Americas,11/2012
232,152.0,33,25,,"Power 575, p6 4.7 GHz, Infiniband",DKRZ - Deutsches Klimarechenzentrum,IBM,Germany,2008,Research,8064,0,115900.0,151603.2,76.45,1128959,0,1288.0,89.98,MPP,POWER6 2C 4.700GHz,Power,4700,AIX,Unix,,2,POWER6,pSeries 575,IBM pSeries,Infiniband,Infiniband,Western Europe,Europe,11/2012
233,153.0,33,27,,"Power 575, p6 4.7 GHz, Infiniband",ECMWF,IBM,United Kingdom,2009,Research,8320,0,115900.0,156416.0,74.1,0,0,1329.0,87.21,MPP,POWER6 2C 4.700GHz,Power,4700,AIX,Unix,,2,POWER6,pSeries 575,IBM pSeries,Infiniband,Infiniband,Northern Europe,Europe,11/2012
234,154.0,31,19,,"Power 575, p6 4.7 GHz, Infiniband",ECMWF,IBM,United Kingdom,2008,Research,8320,0,115900.0,156416.0,74.1,0,0,1329.0,87.21,MPP,POWER6 2C 4.700GHz,Power,4700,AIX,Unix,,2,POWER6,pSeries 575,IBM pSeries,Infiniband,Infiniband,Northern Europe,Europe,11/2012
235,,40,235,,"Cluster Platform 3000 BL460c G7, Xeon E5620 4C 2.40GHz, Gigabit Ethernet",Web Company (C),Hewlett-Packard,China,2012,Industry,23928,0,115756.7,229709.0,50.39,0,0,,,Cluster,Xeon E5620 4C 2.400GHz,Intel Nehalem,2400,Linux,Linux,,4,Xeon 5600-series (Westmere-EP),Cluster Platform 3000 BL460c G7,HP Cluster Platform 3000BL,Gigabit Ethernet,Gigabit Ethernet,Eastern Asia,Asia,11/2012
236,,40,236,,"Cluster Platform SL230s Gen8, Xeon E5-2670 8C 2.600GHz, Infiniband QDR",Karlsruher Institut für Technologie (KIT) ,Hewlett-Packard,Germany,2012,Academic,6528,0,115415.0,135782.0,85.0,0,0,,,Cluster,Xeon E5-2670 8C 2.600GHz,Intel SandyBridge,2600,Linux,Linux,,8,Intel Xeon E5,Cluster Platform SL230s Gen8,HP Cluster Platform 3000SL,Infiniband,Infiniband QDR,Western Europe,Europe,11/2012
